預覽圖,建立時間,平台,機型,配件,品牌,標題,SKU,網址,預覽圖片網址,排除更新,20251229,20251225
,2025-12-25-01,R-Contorion,GTM 12 JL,"with saw blade x1, stand x1",Bosch,Bosch Kombinationssäge GTM 12 JL mit Arbeitstisch GTA 2600 in Karton,90139818,https://www.contorion.de/p/bosch-kombinationssaege-gtm-12-jl-mit-arbeitstisch-gta-2600-in-karton-90139818,https://tlnzzassetsprd.blob.core.windows.net/images/web/IMG-RD-265129-117200x200.jpg,N,1340.5,1340.5
,2025-12-25-01,R-Conrad,GTM 12 JL,"with saw blade x1, stand x1",Bosch,Bosch Professional Bosch Power Tools Akku-Kapp- und Gehrungssäge,2148564,https://www.conrad.de/de/p/bosch-professional-bosch-power-tools-akku-kapp-und-gehrungssaege-2148564.html,https://tlnzzassetsprd.blob.core.windows.net/images/web/IMG-RD-265129-117200x200.jpg,N,696.64,696.64
,2025-12-25-01,R-GoTools,PCM 8,with saw blade x1,Bosch,Bosch Kapp- und Gehrungssäge PCM 8,113392,https://www.gotools.de/marken/bosch/heimwerker/neuheiten-1/stationaergeraete-2/kapp-und-gehrungssaege-pcm-8_113392_4381,https://cdn02.plentymarkets.com/qddd911h1zyd/item/images/113392/middle/IMG-RD-204561-117.jpg.avif,N,201.99,201.99
,2025-12-25-01,R-Contorion,,,Bosch,Bosch Kreissägeblatt Best Kunststoff Fein Für horizontale/vertikale Format- und Tischkreissägen 30 mm,CONTORION-423ce,https://www.contorion.de/p/bosch-kreissaegeblatt-best-kunststoff-fein-fuer-horizontale-vertikale-format-und-tischkreissaegen-30-mm-c90731279,https://media.contorion.de/media/images/products/bosch-kreissaegeblatt-best-for-laminate-254-x-30-x-2-5-mm-84-10003019-0-bpr7bPkc-xm.jpg,Y,84.99,84.99
,2025-12-25-01,R-Contorion,,,Bosch,"Bosch Kreissägeblatt Expert Aluminium Für Kapp-, Gehrungs- und Paneelsägen 30 mm",CONTORION-657d0,https://www.contorion.de/p/bosch-kreissaegeblatt-expert-aluminium-fuer-kapp-gehrungs-und-paneelsaegen-30-mm-c77956295,https://media.contorion.de/media/images/products/bosch-kreissaegeblatt-expert-for-aluminium-210-x-30-x-2-6-mm-54-61113749-0-IVxH85Xy-xm.jpg,Y,55.04,55.04
,2025-12-25-01,R-Contorion,,,Bosch,Bosch Kreissägeblatt Expert for Stainless Steel,CONTORION-3ff2d,https://www.contorion.de/p/bosch-kreissaegeblatt-expert-for-stainless-steel-c81396639,https://media.contorion.de/media/images/products/bosch-kreissaegeblatt-expert-for-stainless-steel-192-x-20-x-1-9-x-38-78010384-0-ggRrT_6F-xm.jpg,Y,55.49,55.49
,2025-12-25-01,R-Contorion,,,Bosch,Bosch Kreissägeblatt Expert Holz Für Tauch- und Handkreissägen,CONTORION-83455,https://www.contorion.de/p/bosch-kreissaegeblatt-expert-holz-fuer-tauch-und-handkreissaegen-c99452431,https://media.contorion.de/media/images/products/bosch-kreissaegeblatt-expert-for-wood-120-x-20-x-1-8-mm-12-79401212-0-hdONaknL-xm.jpg,Y,24.99,24.99
,2025-12-25-01,R-Contorion,,,Bosch,Bosch Kreissägeblatt Expert Holz Für Tischkreissägen 30 mm,CONTORION-c7b19,https://www.contorion.de/p/bosch-kreissaegeblatt-expert-holz-fuer-tischkreissaegen-30-mm-c98857867,https://media.contorion.de/media/images/products/bosch-kreissaegeblatt-expert-for-wood-210-x-30-x-2-4-mm-48-21012912-0-z4VD1pM--xm.jpg,Y,45.49,45.49
,2025-12-25-01,R-Contorion,,,Bosch,Bosch Kreissägeblatt Expert Kunststoff Für Kappsägen 30 mm,CONTORION-395ac,https://www.contorion.de/p/bosch-kreissaegeblatt-expert-kunststoff-fuer-kappsaegen-30-mm-c59938351,https://media.contorion.de/media/images/products/bosch-kreissaegeblatt-expert-for-high-pressure-laminate-216-x-30-x-2-8-mm-64-88112692-0-w9Tvd8uI-xm.jpg,Y,58.49,58.49
,2025-12-25-01,R-Contorion,,,Bosch,Bosch Kreissägeblatt Expert Stahl Für handgeführte Metall-Trockensägen,CONTORION-9e28f,https://www.contorion.de/p/bosch-kreissaegeblatt-expert-stahl-fuer-handgefuehrte-metall-trockensaegen-c66749468,https://media.contorion.de/media/images/products/bosch-kreissaegeblatt-expert-for-steel-184-x-20-x-2-0-mm-48-51739867-0-VpS-iIux-xm.jpg,Y,44.46,44.46
,2025-12-25-01,R-Contorion,,,Bosch,Bosch Kreissägeblatt Expert Stein-weich Für Kappsägen,CONTORION-239c6,https://www.contorion.de/p/bosch-kreissaegeblatt-expert-stein-weich-fuer-kappsaegen-c58562074,https://media.contorion.de/media/images/products/bosch-kreissaegeblatt-expert-for-fibre-cement-216-x-30-x-2-2-mm-6-87326248-0-OJiI_yJ--xm.jpg,Y,79.99,79.99
,2025-12-25-01,R-Contorion,,,Bosch,"Bosch Kreissägeblatt Expert Universal Für Kapp-, Gehrungs- und Paneelsägen 30 mm 2.4 mm",CONTORION-dcae4,https://www.contorion.de/p/bosch-kreissaegeblatt-expert-universal-fuer-kapp-gehrungs-und-paneelsaegen-30-mm-2-4-mm-c67081884,https://media.contorion.de/media/images/products/bosch-kreissaegeblatt-expert-for-multi-material-210-x-30-x-2-4-mm-54-95246973-0-obMyk9US-xm.jpg,Y,57.49,57.49
,2025-12-25-01,R-Contorion,,,Bosch,Bosch Kreissägeblatt Optiline Wood für Kapp- und Gehrungssägen,CONTORION-71bc0,https://www.contorion.de/p/bosch-kreissaegeblatt-optiline-wood-fuer-kapp-und-gehrungssaegen-c81925666,https://media.contorion.de/media/images/products/bosch-kreissaegeblatt-optiline-wood-fuer-kapp-und-gehrungssaegen-216-x-30-x-2-0-mm-24-21012859-0-qQP6UYWt-xm.jpg,Y,27.24,27.24
,2025-12-25-01,R-Contorion,,,Bosch,Bosch Kreissägeblatt Standard Holz Für Tischkreissäge 30 mm,CONTORION-b58a5,https://www.contorion.de/p/bosch-kreissaegeblatt-standard-holz-fuer-tischkreissaege-30-mm-c98726793,https://media.contorion.de/media/images/products/bosch-kreissaegeblatt-optiline-wood-fuer-tischkreissaegen-250-x-30-x-3-2-mm-40-21012843-0-U1Tq3tby-xm.jpg,Y,35.26,35.26
,2025-12-25-01,R-Contorion,,,Bosch,Bosch Kreissägeblatt Standard Universal Für Kapp- & Gehrungssägen und Tischkreissägen 30 mm,CONTORION-750d4,https://www.contorion.de/p/bosch-kreissaegeblatt-standard-universal-fuer-kapp-gehrungssaegen-und-tischkreissaegen-30-mm-c90469131,https://media.contorion.de/media/images/products/bosch-kreissaegeblatt-multi-material-165-x-30-x-2-4-mm-42-10002816-0-W4x6UTdA-xm.jpg,Y,29.82,29.82
,2025-12-25-01,R-Contorion,,,Bosch,"Bosch Kreissägeblatt Top Precision Holz Für Kapp-, Gehrungs- und Paneelkreissägen",CONTORION-1921d,https://www.contorion.de/p/bosch-kreissaegeblatt-top-precision-holz-fuer-kapp-gehrungs-und-paneelkreissaegen-c88914026,https://media.contorion.de/media/images/products/bosch-kreissaegeblatt-top-precision-best-for-wood-210-x-30-x-2-3-mm-48-10002986-0-tk9KMtT6-xm.jpg,Y,52.22,52.22
,2025-12-25-01,R-Contorion,,,Bosch,"Bosch Kreissägeblatt Top Precision Universal Für Kapp-, Gehrungs- und Paneelsäge",CONTORION-9f80a,https://www.contorion.de/p/bosch-kreissaegeblatt-top-precision-universal-fuer-kapp-gehrungs-und-paneelsaege-c88848489,https://media.contorion.de/media/images/products/bosch-kreissaegeblatt-top-precision-best-for-multi-material-165-x-20-x-1-8-mm-48-10022840-0-utSl8qbU-xm.jpg,Y,57.49,57.49
,2025-12-25-01,R-OBI,C-KGZS 1200,with saw blade x1,CMI,"CMI Zug-, Kapp- und Gehrungssäge C-KGZS 1200",1613983,https://www.obi.de/p/1613983/cmi-zug-kapp-und-gehrungssaege-c-kgzs-1200,https://bilder.obi.de/72cfdfc7-4c00-435a-8016-2289e59c8369/prZZK/image.jpeg,N,99.99,99.99
,2025-12-25-01,R-OBI,C-ZKGS 250-A,with saw blade x1,CMI,"CMI Zug-, Kapp- und Gehrungssäge C-ZKGS 250-A",7327216,https://www.obi.de/p/7327216/cmi-zug-kapp-und-gehrungssaege-c-zkgs-250-a,https://bilder.obi.de/86b8a0dc-f439-4b97-96e8-388e0c5d5782/prZZK/image.jpeg,N,119.99,119.99
,2025-12-25-01,R-Conrad,D27107-QS,with saw blade x1,DeWalt,"DEWALT Tisch-, Kapp- u. Gehrungssäge D 27107 (2000 Watt) mitHM-Sägeblatt Z.48",594841,https://www.conrad.de/de/p/dewalt-tisch-kapp-u-gehrungssaege-d-27107-2000-watt-mithm-saegeblatt-z-48-594841.html,https://asset.conrad.com/media10/isa/160267/c1/-/de/951184069PI00/dewalt-tisch-kapp-u-gehrungssaege-d-27107-2000-watt-mithm-saegeblatt-z-48.jpg?x=300&y=300,N,1818.58,1818.58
,2025-12-25-01,R-GoTools,D27107-QS,-,DeWalt,"DeWALT Tisch-,Kapp- und Gehrungssäge D27107, 2000 Watt, 305 mm",176748,https://www.gotools.de/marken/dewalt/netzgeraete/dewalt-tisch-kapp-und-gehrungssaege-2000-watt_176748_67655,https://asset.conrad.com/media10/isa/160267/c1/-/de/951184069PI00/dewalt-tisch-kapp-u-gehrungssaege-d-27107-2000-watt-mithm-saegeblatt-z-48.jpg?x=300&y=300,N,1199.99,1199.99
,2025-12-25-01,R-Toolineo,D27107-QS,-,DeWalt,"DeWALT - Tisch-, Kapp- und Gehrungssäge D27107-QS 2000W",V00000000234646,https://toolineo.de/elektrowerkzeuge/elektrosaegen-elektroscheren/kappsaege-gehrungssaege/tisch-kapp-und-gehrungssaege-d27107-2000w-v00000000234646-prdV00000000234646-ctg28313.28547.32165,https://asset.conrad.com/media10/isa/160267/c1/-/de/951184069PI00/dewalt-tisch-kapp-u-gehrungssaege-d-27107-2000-watt-mithm-saegeblatt-z-48.jpg?x=300&y=300,N,1744.54,1788.57
,2025-12-25-01,R-Contorion,D27107-QS,-,DeWalt,"DEWALT Tisch-, Kapp- und Gehrungssäge D27107-QS Solo",10031542,https://www.contorion.de/p/dewalt-tisch-kapp-und-gehrungssaege-d27107-qs-solo-10031542,https://asset.conrad.com/media10/isa/160267/c1/-/de/951184069PI00/dewalt-tisch-kapp-u-gehrungssaege-d-27107-2000-watt-mithm-saegeblatt-z-48.jpg?x=300&y=300,N,1324.99,1324.99
,2025-12-25-01,R-Conrad,D27107-QS,-,DeWalt,"DEWALT Kapp-, Gehrungs- und Tischkreissäge",3015074,https://www.conrad.de/de/p/dewalt-kapp-gehrungs-und-tischkreissaege-3015074.html,https://asset.conrad.com/media10/isa/160267/c1/-/de/951184069PI00/dewalt-tisch-kapp-u-gehrungssaege-d-27107-2000-watt-mithm-saegeblatt-z-48.jpg?x=300&y=300,N,1394.12,1394.12
,2025-12-25-01,R-GoTools,D27107XPS-QS,-,DeWalt,"DeWALT Tisch-, Kapp- und Gehrungssäge D27107XPS inkl. XPS-Schnittlinienanzeige",124098,https://www.gotools.de/marken/dewalt/netzgeraete/dewalt-tisch-kapp-und-gehrungssaege-d27107xps-inkl-xps-schnittlinienanzeige_124098_15096,https://cdn02.plentymarkets.com/qddd911h1zyd/item/images/124098/middle/Ecomm-Large-D27107XPS-1.jpg.avif,N,1309.99,1309.99
,2025-12-25-01,R-Toolineo,D27107XPS-QS,-,DeWalt,DeWALT - Tisch-Kapp-und Gehrungssäge D27107XPS,V00000000112652,https://toolineo.de/elektrowerkzeuge/elektrosaegen-elektroscheren/kappsaege-gehrungssaege/tisch-kapp-und-gehrungssaege-d27107xps-qs-2000w-v00000000112652-prdV00000000112652-ctg28313.28547.32165,https://cdn02.plentymarkets.com/qddd911h1zyd/item/images/124098/middle/Ecomm-Large-D27107XPS-1.jpg.avif,N,1871.87,1938.51
,2025-12-25-01,R-Conrad,D27107XPS-QS,-,DeWalt,"DEWALT D27107XPS-QS Kapp-, Gehrungs- und Tischkreissäge",3014923,https://www.conrad.de/de/p/dewalt-d27107xps-qs-kapp-gehrungs-und-tischkreissaege-3014923.html,https://cdn02.plentymarkets.com/qddd911h1zyd/item/images/124098/middle/Ecomm-Large-D27107XPS-1.jpg.avif,N,1511.76,1511.76
,2025-12-25-01,R-Contorion,D27107XPS-QS,-,DeWalt,"DEWALT Tisch-,Kapp- und Gehrungssäge 2000 Watt D27107XPS-QS",10031540,https://www.contorion.de/p/dewalt-tisch-kapp-und-gehrungssaege-2000-watt-d27107xps-qs-10031540,https://cdn02.plentymarkets.com/qddd911h1zyd/item/images/124098/middle/Ecomm-Large-D27107XPS-1.jpg.avif,N,1703.98,1703.98
,2025-12-25-01,R-Contorion,D27111-QS,with saw blade x1,DeWalt,DEWALT Paneel + Tischkreissäge D27111-QS,10031516,https://www.contorion.de/p/dewalt-paneel-tischkreissaege-d27111-qs-10031516,https://media.contorion.de/media/images/products/dewalt-paneel-tischkreissaege-d27111-qs-10031516-0-mQ9FbJkM-xm.jpg,N,1407.98,1407.98
,2025-12-25-01,R-GoTools,D27113-QS,with saw blade x1,DeWalt,"DeWALT Tisch-, Kapp- und Gehrungssäge 305mm D27113",121456,https://www.gotools.de/marken/dewalt/netzgeraete/dewalt-tisch-kapp-und-gehrungssaege-305mm-d27113_121456_12454,https://tlnzzassetsprd.blob.core.windows.net/images/web/Toolineo_DeWALT_Produktbilder_D27113_Product_HighRes200x200.jpg,N,659.99,659.99
,2025-12-25-01,R-Toolineo,D27113-QS,with saw blade x1,DeWalt,"DeWALT - Tisch-, Kapp- und Gehrungssäge D27113",V00000001783758,https://toolineo.de/tisch-kapp-und-gehrungssaege-d27113-qs-1600w-v00000001783758-prdV00000001783758,https://tlnzzassetsprd.blob.core.windows.net/images/web/Toolineo_DeWALT_Produktbilder_D27113_Product_HighRes200x200.jpg,N,978.18,978.18
,2025-12-25-01,R-Conrad,D27113-QS,-,DeWalt,"DEWALT D27113-QS Kapp-, Gehrungs- und Tischkreissäge",3014924,https://www.conrad.de/de/p/dewalt-d27113-qs-kapp-gehrungs-und-tischkreissaege-3014924.html,https://tlnzzassetsprd.blob.core.windows.net/images/web/Toolineo_DeWALT_Produktbilder_D27113_Product_HighRes200x200.jpg,N,718.49,718.49
,2025-12-25-01,R-GoTools,DCS365N-XJ,with saw blade x1,DeWalt,DeWalt Akku Kapp- und Gehrungssäge 18V DCS365N-XJ 184 mm ohne Akku ohne Lader,129956,https://www.gotools.de/gt-specials/christmas-shopping-time/dewalt-akku-kapp-und-gehrungssaege-18v-dcs365n-xj-184-mm-ohne-akku-ohne-lader_129956_20953,https://media.hornbach.de/hb/packshot/as.46569336.jpg?dvid=8,N,364.99,364.99
,2025-12-25-01,R-Hornbach,DCS365N-XJ,with saw blade x1,DeWalt,"Akku-Kapp und Gehrungssäge DeWalt DCS365N-XJ 184 mm, inkl. Sägeblatt, 184 x 16 mm, ohne Akku und Ladegerät",6071274,https://www.hornbach.de/p/akku-kapp-und-gehrungssaege-dewalt-dcs365n-xj-184-mm-inkl-saegeblatt-184-x-16-mm-ohne-akku-und-ladegeraet/6071274/,https://media.hornbach.de/hb/packshot/as.46569336.jpg?dvid=8,N,399,399
,2025-12-25-01,R-Contorion,DCS365N-XJ,with saw blade x1,DeWalt,DEWALT Akku-Paneelsäge 18V 184 mm DCS365N-XJ,66712422,https://www.contorion.de/p/dewalt-akku-paneelsaege-18v-184-mm-dcs365n-xj-66712422,https://media.hornbach.de/hb/packshot/as.46569336.jpg?dvid=8,N,500.93,500.93
,2025-12-25-01,R-Conrad,DCS365N-XJ,,DeWalt,DEWALT Akku-Paneelsäge 16 mm,3015015,https://www.conrad.de/de/p/dewalt-akku-paneelsaege-16-mm-3015015.html,https://media.hornbach.de/hb/packshot/as.46569336.jpg?dvid=8,N,441.18,441.18
,2025-12-25-01,R-GoTools,DCS727N-XJ,with saw blade x1,DeWalt,DeWALT Akku-Paneelsäge DCS727N FLEXVOLT 54V ohne Akku und Ladegerät,172769,https://www.gotools.de/marken/dewalt/dewalt-akku-paneelsaege-dcs727n-flexvolt-54v-ohne-akku-und-ladegeraet_172769_63753,https://cdn02.plentymarkets.com/qddd911h1zyd/item/images/172769/middle/Ecomm-Large-DCS727N-1.jpg.avif,N,729.9,729.9
,2025-12-25-01,R-Conrad,DCS727N-XJ,-,DeWalt,DEWALT DCS727N-XJ Akku-Paneelsäge,3015027,https://www.conrad.de/de/p/dewalt-dcs727n-xj-akku-paneelsaege-3015027.html,https://cdn02.plentymarkets.com/qddd911h1zyd/item/images/172769/middle/Ecomm-Large-DCS727N-1.jpg.avif,N,768.91,768.91
,2025-12-25-01,R-Conrad,DCS777N-XJ,-,DeWalt,DEWALT DCS777N-XJ Akku-Paneelsäge 30 mm,3015029,https://www.conrad.de/de/p/dewalt-dcs777n-xj-akku-paneelsaege-30-mm-3015029.html,https://asset.conrad.com/media10/isa/160267/c1/-/de/003015029PI00/dewalt-dcs777n-xj-akku-paneelsaege-30-mm.jpg?x=300&y=300,N,520.17,520.17
,2025-12-25-01,R-Contorion,DCS777N-XJ,with saw blade x1,DeWalt,DEWALT Akku-Paneelsäge 54V Basisversion DCS777N-XJ,64818967,https://www.contorion.de/p/dewalt-akku-paneelsaege-54v-basisversion-dcs777n-xj-64818967,https://asset.conrad.com/media10/isa/160267/c1/-/de/003015029PI00/dewalt-dcs777n-xj-akku-paneelsaege-30-mm.jpg?x=300&y=300,N,577.99,577.99
,2025-12-25-01,R-Conrad,DCS781N-XJ,with saw blade x1,DeWalt,"DeWalt DCS 781 N Akku Paneelsäge 54 V FlexVolt 305 mm Brushless Solo - ohne Akku, ohne Ladegerät",930540780,https://www.conrad.de/de/p/dewalt-dcs-781-n-akku-paneelsaege-54-v-flexvolt-305-mm-brushless-solo-ohne-akku-ohne-ladegeraet-930540780.html,https://asset.conrad.com/media10/isa/160267/c1/-/de/949184381PI00/dewalt-dcs-781-n-akku-paneelsaege-54-v-flexvolt-305-mm-brushless-solo-ohne-akku-ohne-ladegeraet.jpg?x=300&y=300,N,829.38,829.38
,2025-12-25-01,R-GoTools,DCS781N-XJ,with saw blade x1,DeWalt,"DeWALT Akku-Paneelsäge DCS781N, 54 Volt, 305mm ohne Akku und Ladegerät mit Zugfunktion",173622,https://www.gotools.de/marken/dewalt/dewalt-54-volt-akku-paneelsaege-305mm-buerstenlos-basisversion_173622_64604,https://asset.conrad.com/media10/isa/160267/c1/-/de/949184381PI00/dewalt-dcs-781-n-akku-paneelsaege-54-v-flexvolt-305-mm-brushless-solo-ohne-akku-ohne-ladegeraet.jpg?x=300&y=300,N,946.99,946.99
,2025-12-25-01,R-Conrad,DCS781N-XJ,with saw blade x1,DeWalt,"DEWALT Akku-Paneelsäge bürstenlos, ohne Akku 305 mm 30 mm",2729984,https://www.conrad.de/de/p/dewalt-akku-paneelsaege-buerstenlos-ohne-akku-305-mm-30-mm-2729984.html,https://asset.conrad.com/media10/isa/160267/c1/-/de/949184381PI00/dewalt-dcs-781-n-akku-paneelsaege-54-v-flexvolt-305-mm-brushless-solo-ohne-akku-ohne-ladegeraet.jpg?x=300&y=300,N,896.98,898.08
,2025-12-25-01,R-Conrad,DCS781X2-QW,"with saw blade x1, battery x2, charger x1",DeWalt,"DEWALT Akku-Paneelsäge bürstenlos, inkl. Akku, inkl. Ladegerät 305 mm 30 mm",2729985,https://www.conrad.de/de/p/dewalt-akku-paneelsaege-buerstenlos-inkl-akku-inkl-ladegeraet-305-mm-30-mm-2729985.html,https://asset.conrad.com/media10/isa/160267/c1/-/de/002729985PI00/dewalt-akku-paneelsaege-buerstenlos-inkl-akku-inkl-ladegeraet-305-mm-30-mm.jpg?x=300&y=300,N,1370.47,1371.56
,2025-12-25-01,R-GoTools,DCS782N,with saw blade x1,DeWalt,"DeWALT Akku-Paneelsäge DCS782N, 18 V ohne Akku und Ladegerät",186637,https://www.gotools.de/marken/dewalt/elektrowerkzeuge/saegen/akku-kapp-und-gehrungssaegen/dewalt-akku-paneelsaege-18v-basisv-dcs782n_186637_77600,https://cdn02.plentymarkets.com/qddd911h1zyd/item/images/186637/middle/300DPI-2000px-DCS782N-5.jpg.avif,N,819.99,819.99
,2025-12-25-01,R-GoTools,DCS782XW2,"with saw blade x1, battery x2, charger x1",DeWalt,"DeWALT Akku-Paneelsäge DCS782XW2, 18V, 2x 8,0 Ah Tabless und Ladegerät",186630,https://www.gotools.de/marken/dewalt/elektrowerkzeuge/saegen/akku-kapp-und-gehrungssaegen/dewalt-akku-paneelsaege-18v-8-ah-dcs782xw2_186630_77593,https://cdn02.plentymarkets.com/qddd911h1zyd/item/images/186630/middle/300DPI-2000px-DCS782XW2-10.jpg.avif,N,1099.99,1099.99
,2025-12-25-01,R-Contorion,DW712-QS,with saw blade x1,DeWalt,DEWALT 1600 Watt Paneelsäge DW712-QS,10031514,https://www.contorion.de/p/dewalt-1600-watt-paneelsaege-dw712-qs-10031514,https://media.contorion.de/media/images/products/dewalt-1600-watt-paneelsaege-dw712-qs-10031514-0-3u6KEy_D-xm.jpg,N,891.33,891.33
,2025-12-25-01,R-Conrad,DW743N-QS,-,DeWalt,"DEWALT DW743N Kapp-, Gehrungs- und Tischkreissäge mit Zubehör 2000 W",1930353,https://www.conrad.de/de/p/dewalt-dw743n-kapp-gehrungs-und-tischkreissaege-mit-zubehoer-2000-w-1930353.html,https://tlnzzassetsprd.blob.core.windows.net/images/web/Toolineo_DeWALT_Produktbilder_DW743N_Product_HighRes_2200x200.jpg,N,1105.04,1105.04
,2025-12-25-01,R-Toolineo,DW743N-QS,-,DeWalt,"DeWALT - Tisch-, Kapp- und Gehrungssäge DW743N",V00000001785990,https://toolineo.de/elektrowerkzeuge/halbstationaere-stationaere-maschinen/kombinationssaege/tisch-kapp-gehrungssaege-dw743n-qs-2000-watt-v00000001785990-prdV00000001785990-ctg28313.28549.32186,https://tlnzzassetsprd.blob.core.windows.net/images/web/Toolineo_DeWALT_Produktbilder_DW743N_Product_HighRes_2200x200.jpg,N,1373.26,1373.26
,2025-12-25-01,R-Contorion,DW743N-QS,-,DeWalt,"DEWALT Tisch-, Kapp- und Gehrungssäge DW743N-QS Solo",10022568,https://www.contorion.de/p/dewalt-tisch-kapp-und-gehrungssaege-dw743n-qs-solo-10022568,https://tlnzzassetsprd.blob.core.windows.net/images/web/Toolineo_DeWALT_Produktbilder_DW743N_Product_HighRes_2200x200.jpg,N,970.86,1016.99
,2025-12-25-01,R-Toolineo,DW872-QS,with saw blade x1,DeWalt,DeWALT - Metallkreissäge DW872-QS 1300W ø355mm,V00000000234664,https://toolineo.de/metallkreissaege-dw872-qs-1300w-355mm/1300mi-v00000000234664-prdV00000000234664,https://tlnzzassetsprd.blob.core.windows.net/images/web/405477_Produktbild_D150001003822009200x200.jpg,Y,619.99,619.99
,2025-12-25-01,R-Conrad,DWS727-QS,-,DeWalt,DEWALT DWS727-QS Paneelsäge 250 mm 30 mm 1675 W,3015068,https://www.conrad.de/de/p/dewalt-dws727-qs-paneelsaege-250-mm-30-mm-1675-w-3015068.html,https://asset.conrad.com/media10/isa/160267/c1/-/de/003015068PI00/dewalt-dws727-qs-paneelsaege-250-mm-30-mm-1675-w.jpg?x=300&y=300,N,789.08,789.08
,2025-12-25-01,R-Conrad,DWS771-QS,-,DeWalt,DEWALT Paneelsäge 216 mm 1600 W,3015069,https://www.conrad.de/de/p/dewalt-paneelsaege-216-mm-1600-w-3015069.html,https://asset.conrad.com/media10/isa/160267/c1/-/de/003015069PI00/dewalt-paneelsaege-216-mm-1600-w.jpg?x=300&y=300,N,642.86,642.86
,2025-12-25-01,R-Hornbach,DWS773-QS,with saw blade x1,DeWalt,"<p>Kapp und Gehrungssäge DeWalt DWS773-QS 1300W, inkl. 24 Zahn HM-Sägeblatt</p>",6123491,https://www.hornbach.de/p/pkapp-und-gehrungssaege-dewalt-dws773-qs-1300w-inkl-24-zahn-hm-saegeblatt-p/6123491/,https://media.hornbach.de/hb/packshot/as.46259797.jpg?dvid=8,N,269,269
,2025-12-25-01,R-Bauhaus,DWS773-QS,with saw blade x1,DeWalt,Paneelsäge DWS773-QS,26897943,https://www.bauhaus.at/kapp-gehrungssaegen/dewalt-paneelsaege-dws773-qs/p/26897943,https://media.hornbach.de/hb/packshot/as.46259797.jpg?dvid=8,N,349,349
,2025-12-25-01,R-Contorion,DWS773-QS,with saw blade x1,DeWalt,DEWALT Paneelsäge 216 mm 1300 Watt DWS773-QS,68219773,https://www.contorion.de/p/dewalt-paneelsaege-216-mm-1300-watt-dws773-qs-68219773,https://media.hornbach.de/hb/packshot/as.46259797.jpg?dvid=8,N,340.77,340.77
,2025-12-25-01,R-Conrad,DWS774-QS,-,DeWalt,DEWALT C Paneelsäge 216 mm 30 mm 1400 W,3015070,https://www.conrad.de/de/p/dewalt-c-paneelsaege-216-mm-30-mm-1400-w-3015070.html,https://asset.conrad.com/media10/isa/160267/c1/-/de/003015070PI00/dewalt-c-paneelsaege-216-mm-30-mm-1400-w.jpg?x=300&y=300,N,288.52,288.52
,2025-12-25-01,R-Contorion,DWS774-QS,with saw blade x1,DeWalt,DEWALT Paneelsäge 216 mm 1400 Watt DWS774-QS,68285310,https://www.contorion.de/p/dewalt-paneelsaege-216-mm-1400-watt-dws774-qs-68285310,https://asset.conrad.com/media10/isa/160267/c1/-/de/003015070PI00/dewalt-c-paneelsaege-216-mm-30-mm-1400-w.jpg?x=300&y=300,N,339.99,339.99
,2025-12-25-01,R-GoTools,DWS777-QS,"with saw blade x1,  Socket Set and Bits + Holder x1, Socket Set x1",DeWalt,DeWALT Paneelsäge-Set DWS777 216 mm +Stanley Steckschlüssel-+Schraubendreher-Set,129752,https://www.gotools.de/gt-specials/gotools-exclusives/dewalt-paneelsaege-set-dws777-216-mm-stanley-steckschluessel-schraubendreher-set_129752_20750,https://cdn02.plentymarkets.com/qddd911h1zyd/item/images/129752/middle/20752-DWS777-A2-3000.jpg.avif,N,390.99,390.99
,2025-12-25-01,R-Conrad,DWS777-QS,with saw blade x1,DeWalt,DEWALT DWS777 Paneelsäge 1800 W,1927640,https://www.conrad.de/de/p/dewalt-dws777-paneelsaege-1800-w-1927640.html,https://media.contorion.de/media/images/products/dewalt-paneelsaege-216-mm-1800-watt-dws777-qs-68350847-0-_xNIPzkA-xl.jpg,N,326.61,326.61
,2025-12-25-01,R-GoTools,DWS777-QS,with saw blade x1,DeWalt,DeWALT Paneelsäge DWS777 1800 Watt 216mm inkl. Sägeblatt im Karton,124100,https://www.gotools.de/marken/dewalt/netzgeraete/dewalt-paneelsaege-dws777-1800-watt-216mm-inkl-saegeblatt-im-karton_124100_15098,https://media.contorion.de/media/images/products/dewalt-paneelsaege-216-mm-1800-watt-dws777-qs-68350847-0-_xNIPzkA-xl.jpg,N,356.99,356.99
,2025-12-25-01,R-Conrad,DWS777-QS,-,DeWalt,De Walt Paneelsäge 216 Mm 1800 Watt Kappsäge Gehrungssäge Säge Kreissäge Kapp,867153765,https://www.conrad.de/de/p/de-walt-paneelsaege-216-mm-1800-watt-kappsaege-gehrungssaege-saege-kreissaege-kapp-867153765.html,https://media.contorion.de/media/images/products/dewalt-paneelsaege-216-mm-1800-watt-dws777-qs-68350847-0-_xNIPzkA-xl.jpg,N,0,0
,2025-12-25-01,R-Contorion,DWS777-QS,with saw blade x1,DeWalt,DEWALT Paneelsäge 216 mm 1800 Watt DWS777-QS Solo,68350847,https://www.contorion.de/p/dewalt-paneelsaege-216-mm-1800-watt-dws777-qs-solo-68350847,https://media.contorion.de/media/images/products/dewalt-paneelsaege-216-mm-1800-watt-dws777-qs-68350847-0-_xNIPzkA-xl.jpg,N,397.98,397.98
